url,weekid,week_position,song,performer,songid,instance,previous_week_position,peak_position,weeks_on_chart,year,month,day
http://www.billboard.com/charts/hot-100/2001-01-06,1/6/01,42,THE CHRISTMAS SHOES,NewSong,The Christmas ShoesNewSong,1,68,42,2,2001,1,6
http://www.billboard.com/charts/hot-100/2005-11-05,11/5/05,92,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,83,36,20,2005,11,5
http://www.billboard.com/charts/hot-100/2005-11-12,11/12/05,77,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,92,36,20,2005,11,12
http://www.billboard.com/charts/hot-100/2005-11-19,11/19/05,71,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,77,36,20,2005,11,19
http://www.billboard.com/charts/hot-100/2005-11-26,11/26/05,67,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,71,36,20,2005,11,26
http://www.billboard.com/charts/hot-100/2005-12-03,12/3/05,68,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,67,36,20,2005,12,3
http://www.billboard.com/charts/hot-100/2005-12-10,12/10/05,65,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,68,36,20,2005,12,10
http://www.billboard.com/charts/hot-100/2005-12-17,12/17/05,57,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,65,36,20,2005,12,17
http://www.billboard.com/charts/hot-100/2005-12-24,12/24/05,97,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,1,NA,60,20,2005,12,24
http://www.billboard.com/charts/hot-100/2005-12-24,12/24/05,59,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,57,36,20,2005,12,24
http://www.billboard.com/charts/hot-100/2005-12-31,12/31/05,95,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,1,97,60,20,2005,12,31
http://www.billboard.com/charts/hot-100/2005-12-31,12/31/05,57,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,59,36,20,2005,12,31
http://www.billboard.com/charts/hot-100/2006-01-07,1/7/06,48,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,57,36,20,2006,1,7
http://www.billboard.com/charts/hot-100/2006-01-07,1/7/06,91,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,1,95,60,20,2006,1,7
http://www.billboard.com/charts/hot-100/2006-01-14,1/14/06,50,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,48,36,20,2006,1,14
http://www.billboard.com/charts/hot-100/2006-01-21,1/21/06,90,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,2,NA,60,20,2006,1,21
http://www.billboard.com/charts/hot-100/2006-01-21,1/21/06,53,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,50,36,20,2006,1,21
http://www.billboard.com/charts/hot-100/2006-01-28,1/28/06,86,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,2,90,60,20,2006,1,28
http://www.billboard.com/charts/hot-100/2006-01-28,1/28/06,59,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,53,36,20,2006,1,28
http://www.billboard.com/charts/hot-100/2006-12-09,12/9/06,96,GREATEST TIME OF YEAR,Aly & AJ,Greatest Time Of YearAly & AJ,1,NA,96,1,2006,12,9
http://www.billboard.com/charts/hot-100/2006-12-23,12/23/06,54,A GREAT BIG SLED,The Killers Featuring Toni Halliday,A Great Big SledThe Killers Featuring Toni Halliday,1,NA,54,2,2006,12,23
http://www.billboard.com/charts/hot-100/2006-12-23,12/23/06,78,RIVER,Sarah McLachlan,RiverSarah McLachlan,1,NA,71,3,2006,12,23
http://www.billboard.com/charts/hot-100/2006-12-30,12/30/06,71,RIVER,Sarah McLachlan,RiverSarah McLachlan,1,78,71,3,2006,12,30
http://www.billboard.com/charts/hot-100/2006-12-30,12/30/06,50,HAPPY XMAS (WAR IS OVER),The Fray,Happy Xmas (War Is Over)The Fray,1,NA,50,2,2006,12,30
http://www.billboard.com/charts/hot-100/2007-01-06,1/6/07,85,RIVER,Sarah McLachlan,RiverSarah McLachlan,1,71,71,3,2007,1,6
http://www.billboard.com/charts/hot-100/2007-01-06,1/6/07,89,HAPPY XMAS (WAR IS OVER),The Fray,Happy Xmas (War Is Over)The Fray,1,50,50,2,2007,1,6
http://www.billboard.com/charts/hot-100/2007-01-06,1/6/07,88,A GREAT BIG SLED,The Killers Featuring Toni Halliday,A Great Big SledThe Killers Featuring Toni Halliday,2,NA,54,2,2007,1,6
http://www.billboard.com/charts/hot-100/2007-12-08,12/8/07,89,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,NA,62,5,2007,12,8
http://www.billboard.com/charts/hot-100/2007-12-08,12/8/07,86,MISTLETOE,Colbie Caillat,MistletoeColbie Caillat,1,NA,75,4,2007,12,8
http://www.billboard.com/charts/hot-100/2007-12-15,12/15/07,75,MISTLETOE,Colbie Caillat,MistletoeColbie Caillat,1,86,75,4,2007,12,15
http://www.billboard.com/charts/hot-100/2007-12-15,12/15/07,80,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,89,62,5,2007,12,15
http://www.billboard.com/charts/hot-100/2007-12-22,12/22/07,87,MISTLETOE,Colbie Caillat,MistletoeColbie Caillat,1,75,75,4,2007,12,22
http://www.billboard.com/charts/hot-100/2007-12-22,12/22/07,96,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,80,62,5,2007,12,22
http://www.billboard.com/charts/hot-100/2007-12-29,12/29/07,74,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,96,62,5,2007,12,29
http://www.billboard.com/charts/hot-100/2007-12-29,12/29/07,99,MISTLETOE,Colbie Caillat,MistletoeColbie Caillat,1,87,75,4,2007,12,29
http://www.billboard.com/charts/hot-100/2008-01-05,1/5/08,62,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,74,62,5,2008,1,5
http://www.billboard.com/charts/hot-100/2009-12-19,12/19/09,63,LAST CHRISTMAS,Glee Cast,Last ChristmasGlee Cast,1,NA,63,2,2009,12,19
http://www.billboard.com/charts/hot-100/2009-12-26,12/26/09,89,LAST CHRISTMAS,Glee Cast,Last ChristmasGlee Cast,1,63,63,2,2009,12,26
http://www.billboard.com/charts/hot-100/2010-12-18,12/18/10,25,CHRISTMAS LIGHTS,Coldplay,Christmas LightsColdplay,1,NA,25,3,2010,12,18
http://www.billboard.com/charts/hot-100/2010-12-25,12/25/10,59,WELCOME CHRISTMAS,Glee Cast,Welcome ChristmasGlee Cast,1,NA,59,1,2010,12,25
http://www.billboard.com/charts/hot-100/2010-12-25,12/25/10,57,"BABY, IT'S COLD OUTSIDE",Glee Cast,"Baby, It's Cold OutsideGlee Cast",1,NA,57,2,2010,12,25
http://www.billboard.com/charts/hot-100/2010-12-25,12/25/10,35,CHRISTMAS LIGHTS,Coldplay,Christmas LightsColdplay,1,25,25,3,2010,12,25
http://www.billboard.com/charts/hot-100/2011-01-01,1/1/11,99,"BABY, IT'S COLD OUTSIDE",Glee Cast,"Baby, It's Cold OutsideGlee Cast",1,57,57,2,2011,1,1
http://www.billboard.com/charts/hot-100/2011-01-01,1/1/11,83,CHRISTMAS LIGHTS,Coldplay,Christmas LightsColdplay,1,35,25,3,2011,1,1
http://www.billboard.com/charts/hot-100/2011-01-01,1/1/11,100,OH SANTA!,Mariah Carey,Oh Santa!Mariah Carey,1,NA,100,1,2011,1,1
http://www.billboard.com/charts/hot-100/2011-01-08,1/8/11,99,SHAKE UP CHRISTMAS,Train,Shake Up ChristmasTrain,1,NA,99,1,2011,1,8
http://www.billboard.com/charts/hot-100/2011-11-05,11/5/11,11,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,1,NA,11,10,2011,11,5
http://www.billboard.com/charts/hot-100/2011-11-12,11/12/11,75,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,1,11,11,10,2011,11,12
http://www.billboard.com/charts/hot-100/2011-11-26,11/26/11,85,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,NA,11,10,2011,11,26
http://www.billboard.com/charts/hot-100/2011-12-03,12/3/11,96,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,85,11,10,2011,12,3
http://www.billboard.com/charts/hot-100/2011-12-10,12/10/11,60,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,96,11,10,2011,12,10
http://www.billboard.com/charts/hot-100/2011-12-17,12/17/11,96,IT'S BEGINNING TO LOOK A LOT LIKE CHRISTMAS,Michael Buble,It's Beginning To Look A Lot Like ChristmasMichael Buble,1,NA,96,1,2011,12,17
http://www.billboard.com/charts/hot-100/2011-12-17,12/17/11,44,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,60,11,10,2011,12,17
http://www.billboard.com/charts/hot-100/2011-12-24,12/24/11,93,I'LL BE HOME FOR CHRISTMAS,Kelly Clarkson,I'll Be Home For ChristmasKelly Clarkson,1,NA,93,1,2011,12,24
http://www.billboard.com/charts/hot-100/2011-12-24,12/24/11,34,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,44,11,10,2011,12,24
http://www.billboard.com/charts/hot-100/2011-12-31,12/31/11,32,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,34,11,10,2011,12,31
http://www.billboard.com/charts/hot-100/2011-12-31,12/31/11,92,DO THEY KNOW IT'S CHRISTMAS?,Glee Cast,Do They Know It's Christmas?Glee Cast,1,NA,92,1,2011,12,31
http://www.billboard.com/charts/hot-100/2011-12-31,12/31/11,99,ALL I WANT FOR CHRISTMAS IS YOU,Michael Buble,All I Want For Christmas Is YouMichael Buble,1,NA,99,1,2011,12,31
http://www.billboard.com/charts/hot-100/2012-01-07,1/7/12,19,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,32,11,10,2012,1,7
http://www.billboard.com/charts/hot-100/2012-01-14,1/14/12,53,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,19,11,10,2012,1,14
http://www.billboard.com/charts/hot-100/2012-12-22,12/22/12,29,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,2,NA,11,19,2012,12,22
http://www.billboard.com/charts/hot-100/2012-12-29,12/29/12,25,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,2,29,11,19,2012,12,29
http://www.billboard.com/charts/hot-100/2013-01-05,1/5/13,21,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,2,25,11,19,2013,1,5
http://www.billboard.com/charts/hot-100/2013-12-07,12/7/13,96,LAST CHRISTMAS,Ariana Grande,Last ChristmasAriana Grande,1,NA,96,1,2013,12,7
http://www.billboard.com/charts/hot-100/2013-12-21,12/21/13,92,UNDERNEATH THE TREE,Kelly Clarkson,Underneath The TreeKelly Clarkson,1,NA,78,3,2013,12,21
http://www.billboard.com/charts/hot-100/2013-12-21,12/21/13,26,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,3,NA,11,19,2013,12,21
http://www.billboard.com/charts/hot-100/2013-12-28,12/28/13,27,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,3,26,11,19,2013,12,28
http://www.billboard.com/charts/hot-100/2013-12-28,12/28/13,80,UNDERNEATH THE TREE,Kelly Clarkson,Underneath The TreeKelly Clarkson,1,92,78,3,2013,12,28
http://www.billboard.com/charts/hot-100/2014-01-04,1/4/14,26,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,3,27,11,19,2014,1,4
http://www.billboard.com/charts/hot-100/2014-01-04,1/4/14,45,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,3,NA,38,8,2014,1,4
http://www.billboard.com/charts/hot-100/2014-01-04,1/4/14,50,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,4,NA,14,18,2014,1,4
http://www.billboard.com/charts/hot-100/2014-01-04,1/4/14,78,UNDERNEATH THE TREE,Kelly Clarkson,Underneath The TreeKelly Clarkson,1,80,78,3,2014,1,4
http://www.billboard.com/charts/hot-100/2014-12-13,12/13/14,65,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,NA,42,5,2014,12,13
http://www.billboard.com/charts/hot-100/2014-12-20,12/20/14,92,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,65,42,5,2014,12,20
http://www.billboard.com/charts/hot-100/2014-12-20,12/20/14,50,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,4,NA,11,19,2014,12,20
http://www.billboard.com/charts/hot-100/2014-12-27,12/27/14,64,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,92,42,5,2014,12,27
http://www.billboard.com/charts/hot-100/2014-12-27,12/27/14,90,HAVE YOURSELF A MERRY LITTLE CHRISTMAS,Sam Smith,Have Yourself A Merry Little ChristmasSam Smith,1,NA,90,1,2014,12,27
http://www.billboard.com/charts/hot-100/2014-12-27,12/27/14,40,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,4,50,11,19,2014,12,27
http://www.billboard.com/charts/hot-100/2015-01-03,1/3/15,42,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,64,42,5,2015,1,3
http://www.billboard.com/charts/hot-100/2015-01-03,1/3/15,35,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,4,40,11,19,2015,1,3
http://www.billboard.com/charts/hot-100/2015-01-10,1/10/15,50,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,42,42,5,2015,1,10
http://www.billboard.com/charts/hot-100/2015-12-19,12/19/15,26,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,5,NA,11,19,2015,12,19
http://www.billboard.com/charts/hot-100/2015-12-26,12/26/15,22,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,5,26,11,19,2015,12,26
http://www.billboard.com/charts/hot-100/2015-12-26,12/26/15,44,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,5,NA,14,18,2015,12,26
http://www.billboard.com/charts/hot-100/2016-01-02,1/2/16,38,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,5,44,14,18,2016,1,2
http://www.billboard.com/charts/hot-100/2016-01-02,1/2/16,18,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,5,22,11,19,2016,1,2
http://www.billboard.com/charts/hot-100/2016-01-09,1/9/16,11,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,5,18,11,19,2016,1,9
http://www.billboard.com/charts/hot-100/2016-01-09,1/9/16,47,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,5,NA,29,19,2016,1,9
http://www.billboard.com/charts/hot-100/2016-01-09,1/9/16,38,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,4,NA,38,8,2016,1,9
http://www.billboard.com/charts/hot-100/2016-01-09,1/9/16,30,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,5,38,14,18,2016,1,9
http://www.billboard.com/charts/hot-100/2016-12-17,12/17/16,23,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,6,NA,11,19,2016,12,17
http://www.billboard.com/charts/hot-100/2016-12-24,12/24/16,37,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,6,NA,14,18,2016,12,24
http://www.billboard.com/charts/hot-100/2016-12-24,12/24/16,35,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,6,NA,29,19,2016,12,24
http://www.billboard.com/charts/hot-100/2016-12-24,12/24/16,17,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,6,23,11,19,2016,12,24
http://www.billboard.com/charts/hot-100/2016-12-31,12/31/16,46,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,6,35,29,19,2016,12,31
http://www.billboard.com/charts/hot-100/2016-12-31,12/31/16,20,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,6,17,11,19,2016,12,31
http://www.billboard.com/charts/hot-100/2016-12-31,12/31/16,48,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,6,37,14,18,2016,12,31
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,47,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,5,NA,38,8,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,50,LAST CHRISTMAS,Wham!,Last ChristmasWham!,1,NA,41,2,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,46,A HOLLY JOLLY CHRISTMAS,Burl Ives,A Holly Jolly ChristmasBurl Ives,1,NA,46,1,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,29,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,6,46,29,19,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,44,FELIZ NAVIDAD,Jose Feliciano,Feliz NavidadJose Feliciano,1,NA,44,1,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,16,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,6,20,11,19,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,27,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,6,48,14,18,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,48,IT'S THE MOST WONDERFUL TIME OF THE YEAR,Andy Williams,It's The Most Wonderful Time Of The YearAndy Williams,1,NA,48,1,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-14,1/14/17,35,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,6,16,11,19,2017,1,14
http://www.billboard.com/charts/hot-100/2017-01-14,1/14/17,41,LAST CHRISTMAS,Wham!,Last ChristmasWham!,1,50,41,2,2017,1,14
