url,weekid,week_position,song,performer,songid,instance,previous_week_position,peak_position,weeks_on_chart,year,month,day
http://www.billboard.com/charts/hot-100/2006-12-23,"12/23/06 through
1/6/07",78,RIVER,Sarah McLachlan,RiverSarah McLachlan,1,NA,71,3,2006,12,23
http://www.billboard.com/charts/hot-100/1999-12-25,12/25/99 through 1/8/00,97,DECK THE HALLS,SHeDAISY,Deck The HallsSHeDAISY,1,NA,61,3,1999,12,25
http://www.billboard.com/charts/hot-100/1958-12-27,12/27/58 through 1/3/59,44,GREEN CHRI$TMA$,Stan Freberg,Green Chri$tma$Stan Freberg,1,NA,44,2,1958,12,27
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/60,97,BLUE CHRISTMAS,The Browns Featuring Jim Edward Brown,Blue ChristmasThe Browns Featuring Jim Edward Brown,1,NA,97,1,1960,12,17
http://www.billboard.com/charts/hot-100/1963-11-30,11/30/63 through 1/25/64,87,THE MARVELOUS TOY,The Chad Mitchell Trio,The Marvelous ToyThe Chad Mitchell Trio,1,NA,43,9,1963,11,30
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/60,96,WHITE CHRISTMAS,The Drifters Featuring Clyde McPhatter And Bill Pinkney,White ChristmasThe Drifters Featuring Clyde McPhatter And Bill Pinkney,1,NA,88,2,1960,12,17
http://www.billboard.com/charts/hot-100/1962-12-22,12/22/62,88,WHITE CHRISTMAS,The Drifters Featuring Clyde McPhatter And Bill Pinkney,White ChristmasThe Drifters Featuring Clyde McPhatter And Bill Pinkney,2,NA,88,2,1962,12,22
http://www.billboard.com/charts/hot-100/2006-12-30,12/30/06 through 1/6/07,50,HAPPY XMAS (WAR IS OVER),The Fray,Happy Xmas (War Is Over)The Fray,1,NA,50,2,2006,12,30
http://www.billboard.com/charts/hot-100/1964-11-21,"11/21/64 through
1/30/65",96,AMEN,The Impressions,AmenThe Impressions,1,NA,7,11,1964,11,21
http://www.billboard.com/charts/hot-100/2006-12-23,12/23/06,54,A GREAT BIG SLED,The Killers Featuring Toni Halliday,A Great Big SledThe Killers Featuring Toni Halliday,1,NA,54,2,2006,12,23
http://www.billboard.com/charts/hot-100/2007-01-06,1/6/07,88,A GREAT BIG SLED,The Killers Featuring Toni Halliday,A Great Big SledThe Killers Featuring Toni Halliday,2,NA,54,2,2007,1,6
http://www.billboard.com/charts/hot-100/1966-12-03,12/3/66 through 12/10/66,99,I'LL BE HOME,The Platters,I'll Be HomeThe Platters,1,NA,97,2,1966,12,3
http://www.billboard.com/charts/hot-100/1980-12-13,12/13/80 through 1/17/81,91,WHAT CAN YOU GET A WOOKIEE FOR CHRISTMAS (WHEN HE ALREADY OWNS A COMB?),The Star Wars Intergalactic Droid Choir & Chorale,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?)The Star Wars Intergalactic Droid Choir & Chorale,1,NA,69,6,1980,12,13
http://www.billboard.com/charts/hot-100/1995-01-07,1/7/95,91,THE SANTA CLAUS BOOGIE,The Tractors,The Santa Claus BoogieThe Tractors,1,NA,91,1,1995,1,7
http://www.billboard.com/charts/hot-100/2011-01-08,1/8/11,99,SHAKE UP CHRISTMAS,Train,Shake Up ChristmasTrain,1,NA,99,1,2011,1,8
http://www.billboard.com/charts/hot-100/1961-11-25,"11/25/61 through
1/20/62",99,LITTLE ALTAR BOY,Vic Dana,Little Altar BoyVic Dana,1,NA,45,8,1961,11,25
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17 through 1/14/17,50,LAST CHRISTMAS,Wham!,Last ChristmasWham!,1,NA,41,2,2017,1,7
http://www.billboard.com/charts/hot-100/1980-12-27,12/27/80 through 1/10/81,82,MERRY CHRISTMAS IN THE NFL,"Willis ""The Guard"" & Vigorish","Merry Christmas In The NFLWillis ""The Guard"" & Vigorish",1,NA,82,3,1980,12,27
